CountryName,RegionName,Date,PredictedDailyNewCases,PredictedDailyNewRatios
Aruba,,2020-12-28,0,0.9435436129570008
Aruba,,2020-12-29,16,0.9449155926704408
Aruba,,2020-12-30,22,0.939385175704956
Aruba,,2020-12-31,21,0.9296982288360596
Aruba,,2021-01-01,3,0.9234174489974976
Aruba,,2021-01-02,11,0.9155461192131042
Aruba,,2021-01-03,10,0.9117647409439088
Aruba,,2021-01-04,0,0.913542866706848
Aruba,,2021-01-05,8,0.9102383255958556
Aruba,,2021-01-06,15,0.907853662967682
Aruba,,2021-01-07,14,0.9055846929550172
Aruba,,2021-01-08,0,0.9037340879440308
Aruba,,2021-01-09,5,0.9023650288581848
Aruba,,2021-01-10,5,0.9002223014831543
Aruba,,2021-01-11,0,0.8989741802215576
Afghanistan,,2020-12-28,0,0.9314802885055542
Afghanistan,,2020-12-29,132,0.9325059056282043
Afghanistan,,2020-12-30,106,0.9288111925125122
Afghanistan,,2020-12-31,208,0.9213643670082092
Afghanistan,,2021-01-01,161,0.916594386100769
Afghanistan,,2021-01-02,93,0.9103425145149232
Afghanistan,,2021-01-03,12,0.9071120023727416
Afghanistan,,2021-01-04,0,0.90829998254776
Afghanistan,,2021-01-05,65,0.9055219292640686
Afghanistan,,2021-01-06,44,0.9038412570953368
Afghanistan,,2021-01-07,151,0.9022335410118104
Afghanistan,,2021-01-08,109,0.9008777141571044
Afghanistan,,2021-01-09,46,0.8999491930007935
Afghanistan,,2021-01-10,0,0.8978753685951233
Afghanistan,,2021-01-11,0,0.8967136144638062
Angola,,2020-12-28,0,0.9325311183929444
Angola,,2020-12-29,79,0.9310550689697266
Angola,,2020-12-30,92,0.9264274835586548
Angola,,2020-12-31,60,0.9204983711242676
Angola,,2021-01-01,33,0.916178822517395
Angola,,2021-01-02,14,0.9101038575172424
Angola,,2021-01-03,57,0.9069697856903076
Angola,,2021-01-04,0,0.9089341163635254
Angola,,2021-01-05,48,0.9061347842216492
Angola,,2021-01-06,63,0.904470443725586
Angola,,2021-01-07,33,0.9025169610977172
Angola,,2021-01-08,8,0.9009307622909546
Angola,,2021-01-09,0,0.8997256755828857
Angola,,2021-01-10,36,0.8980308771133423
Angola,,2021-01-11,0,0.8966422080993652
Albania,,2020-12-28,0,0.9244207143783568
Albania,,2020-12-29,178,0.922960877418518
Albania,,2020-12-30,300,0.9198215007781982
Albania,,2020-12-31,311,0.9150812029838562
Albania,,2021-01-01,362,0.9112502336502076
Albania,,2021-01-02,192,0.9071011543273926
Albania,,2021-01-03,328,0.9046321511268616
Albania,,2021-01-04,0,0.9049203991889954
Albania,,2021-01-05,20,0.902845859527588
Albania,,2021-01-06,154,0.9013203978538512
Albania,,2021-01-07,177,0.8999107480049133
Albania,,2021-01-08,240,0.8986353874206543
Albania,,2021-01-09,81,0.8975440859794617
Albania,,2021-01-10,226,0.8961390852928162
Albania,,2021-01-11,0,0.8950559496879578
Andorra,,2020-12-28,0,0.928903341293335
Andorra,,2020-12-29,16,0.9298911094665528
Andorra,,2020-12-30,21,0.9265062212944032
Andorra,,2020-12-31,15,0.9186643362045288
Andorra,,2021-01-01,42,0.9138563871383668
Andorra,,2021-01-02,36,0.9083911776542664
Andorra,,2021-01-03,1,0.9055402278900146
Andorra,,2021-01-04,0,0.906443178653717
Andorra,,2021-01-05,3,0.9040309190750122
Andorra,,2021-01-06,9,0.9023536443710328
Andorra,,2021-01-07,4,0.9013220071792604
Andorra,,2021-01-08,32,0.899605393409729
Andorra,,2021-01-09,27,0.8986501693725586
Andorra,,2021-01-10,0,0.8967725038528442
Andorra,,2021-01-11,0,0.8958026766777039
United Arab Emirates,,2020-12-28,0,0.9323570132255554
United Arab Emirates,,2020-12-29,784,0.9323524236679076
United Arab Emirates,,2020-12-30,807,0.9288040399551392
United Arab Emirates,,2020-12-31,853,0.9213226437568665
United Arab Emirates,,2021-01-01,775,0.9161672592163086
United Arab Emirates,,2021-01-02,777,0.9105581045150756
United Arab Emirates,,2021-01-03,517,0.9076620936393738
United Arab Emirates,,2021-01-04,0,0.9083720445632936
United Arab Emirates,,2021-01-05,385,0.9056934118270874
United Arab Emirates,,2021-01-06,435,0.9037449955940248
United Arab Emirates,,2021-01-07,509,0.9022716283798218
United Arab Emirates,,2021-01-08,458,0.900722861289978
United Arab Emirates,,2021-01-09,486,0.8997600674629211
United Arab Emirates,,2021-01-10,249,0.8979684710502625
United Arab Emirates,,2021-01-11,0,0.8968455791473389
Argentina,,2020-12-28,0,0.9372707605361938
Argentina,,2020-12-29,6032,0.936498522758484
Argentina,,2020-12-30,6479,0.9329686760902404
Argentina,,2020-12-31,0,0.9253643751144408
Argentina,,2021-01-01,8274,0.9193226099014282
Argentina,,2021-01-02,1290,0.9129019975662231
Argentina,,2021-01-03,2714,0.9095271229743958
Argentina,,2021-01-04,0,0.9108195900917052
Argentina,,2021-01-05,3869,0.907702386379242
Argentina,,2021-01-06,4456,0.9055745601654052
Argentina,,2021-01-07,0,0.90360426902771
Argentina,,2021-01-08,6355,0.9018766283988952
Argentina,,2021-01-09,0,0.9008065462112428
Argentina,,2021-01-10,1045,0.8990602493286133
Argentina,,2021-01-11,0,0.8978520035743713
Australia,,2020-12-28,0,0.9614298939704896
Australia,,2020-12-29,13,0.9565131664276124
Australia,,2020-12-30,19,0.948825180530548
Australia,,2020-12-31,6,0.939364731311798
Australia,,2021-01-01,16,0.9330841898918152
Australia,,2021-01-02,4,0.925244688987732
Australia,,2021-01-03,22,0.919657289981842
Australia,,2021-01-04,0,0.9194415807724
Australia,,2021-01-05,6,0.9146519899368286
Australia,,2021-01-06,12,0.9117484092712402
Australia,,2021-01-07,0,0.9090109467506408
Australia,,2021-01-08,10,0.9072875380516052
Australia,,2021-01-09,0,0.9057621955871582
Australia,,2021-01-10,17,0.9040939807891846
Australia,,2021-01-11,0,0.902326762676239
Austria,,2020-12-28,0,0.9223480820655824
Austria,,2020-12-29,489,0.9234997034072876
Austria,,2020-12-30,1278,0.9209730625152588
Austria,,2020-12-31,1725,0.9145907163619996
Austria,,2021-01-01,2047,0.9101006388664246
Austria,,2021-01-02,1025,0.905248999595642
Austria,,2021-01-03,559,0.9029558897018432
Austria,,2021-01-04,0,0.903785526752472
Austria,,2021-01-05,0,0.9016581773757936
Austria,,2021-01-06,644,0.9001509547233582
Austria,,2021-01-07,1146,0.8991599082946777
Austria,,2021-01-08,1517,0.8979905247688293
Austria,,2021-01-09,543,0.897214949131012
Austria,,2021-01-10,117,0.8955819606781006
Austria,,2021-01-11,0,0.8945719003677368
Azerbaijan,,2020-12-28,0,0.925777792930603
Azerbaijan,,2020-12-29,1460,0.9230547547340392
Azerbaijan,,2020-12-30,1532,0.9192386269569396
Azerbaijan,,2020-12-31,1070,0.9150089621543884
Azerbaijan,,2021-01-01,956,0.911396622657776
Azerbaijan,,2021-01-02,717,0.9079939723014832
Azerbaijan,,2021-01-03,854,0.9055786728858948
Azerbaijan,,2021-01-04,0,0.9050028920173644
Azerbaijan,,2021-01-05,838,0.902872920036316
Azerbaijan,,2021-01-06,960,0.9013231992721558
Azerbaijan,,2021-01-07,545,0.8998401761054993
Azerbaijan,,2021-01-08,476,0.898586094379425
Azerbaijan,,2021-01-09,279,0.897504448890686
Azerbaijan,,2021-01-10,455,0.8961672186851501
Azerbaijan,,2021-01-11,0,0.8951235413551331
Burundi,,2020-12-28,0,0.9342090487480164
Burundi,,2020-12-29,0,0.936092495918274
Burundi,,2020-12-30,8,0.9324935078620912
Burundi,,2020-12-31,0,0.9267343878746032
Burundi,,2021-01-01,9,0.9226601719856262
Burundi,,2021-01-02,0,0.914087414741516
Burundi,,2021-01-03,14,0.909571409225464
Burundi,,2021-01-04,0,0.9111802577972412
Burundi,,2021-01-05,0,0.9078873991966248
Burundi,,2021-01-06,5,0.9062042832374572
Burundi,,2021-01-07,0,0.9044216871261596
Burundi,,2021-01-08,6,0.9038119912147522
Burundi,,2021-01-09,0,0.9024243354797364
Burundi,,2021-01-10,11,0.9011183381080629
Burundi,,2021-01-11,0,0.8989446759223938
Belgium,,2020-12-28,0,0.9370687007904052
Belgium,,2020-12-29,1494,0.9365567564964294
Belgium,,2020-12-30,2502,0.9323495626449584
Belgium,,2020-12-31,1828,0.9239348769187928
Belgium,,2021-01-01,1581,0.9177778959274292
Belgium,,2021-01-02,43,0.9134803414344788
Belgium,,2021-01-03,142,0.9105446338653564
Belgium,,2021-01-04,0,0.9100193977355956
Belgium,,2021-01-05,823,0.9070805311203004
Belgium,,2021-01-06,1877,0.9051966071128844
Belgium,,2021-01-07,1249,0.9035717844963074
Belgium,,2021-01-08,1048,0.9023412466049194
Belgium,,2021-01-09,0,0.900878608226776
Belgium,,2021-01-10,0,0.8989256620407104
Belgium,,2021-01-11,0,0.8976223468780518
Benin,,2020-12-28,0,0.9423336386680604
Benin,,2020-12-29,0,0.9409125447273254
Benin,,2020-12-30,35,0.936826467514038
Benin,,2020-12-31,0,0.9280067086219788
Benin,,2021-01-01,0,0.9205783009529114
Benin,,2021-01-02,0,0.9156836271286012
Benin,,2021-01-03,0,0.9113315343856812
Benin,,2021-01-04,0,0.9109296202659608
Benin,,2021-01-05,0,0.9078033566474916
Benin,,2021-01-06,31,0.9061923623085022
Benin,,2021-01-07,0,0.9036898612976074
Benin,,2021-01-08,0,0.902036428451538
Benin,,2021-01-09,0,0.9005518555641174
Benin,,2021-01-10,0,0.8993996381759644
Benin,,2021-01-11,0,0.8986710906028748
Burkina Faso,,2020-12-28,0,0.9631924629211426
Burkina Faso,,2020-12-29,117,0.957968533039093
Burkina Faso,,2020-12-30,139,0.9498961567878724
Burkina Faso,,2020-12-31,235,0.9392147064208984
Burkina Faso,,2021-01-01,133,0.9318481087684632
Burkina Faso,,2021-01-02,60,0.926300287246704
Burkina Faso,,2021-01-03,29,0.9217528104782104
Burkina Faso,,2021-01-04,0,0.9206263422966005
Burkina Faso,,2021-01-05,58,0.9168311953544616
Burkina Faso,,2021-01-06,83,0.913727879524231
Burkina Faso,,2021-01-07,182,0.911720097064972
Burkina Faso,,2021-01-08,84,0.9092179536819458
Burkina Faso,,2021-01-09,14,0.906818985939026
Burkina Faso,,2021-01-10,0,0.9043079018592834
Burkina Faso,,2021-01-11,0,0.9024062752723694
Bangladesh,,2020-12-28,0,0.9193768501281738
Bangladesh,,2020-12-29,792,0.9195477366447448
Bangladesh,,2020-12-30,863,0.916823387145996
Bangladesh,,2020-12-31,740,0.9118889570236206
Bangladesh,,2021-01-01,690,0.9082053899765016
Bangladesh,,2021-01-02,381,0.9040679931640624
Bangladesh,,2021-01-03,628,0.9020009636878968
Bangladesh,,2021-01-04,0,0.9025667309761048
Bangladesh,,2021-01-05,405,0.9006274342536926
Bangladesh,,2021-01-06,507,0.8991674184799194
Bangladesh,,2021-01-07,414,0.8979816436767578
Bangladesh,,2021-01-08,392,0.8968188762664795
Bangladesh,,2021-01-09,110,0.8961000442504883
Bangladesh,,2021-01-10,381,0.8946807384490967
Bangladesh,,2021-01-11,0,0.8938015103340149
Bulgaria,,2020-12-28,0,0.913949966430664
Bulgaria,,2020-12-29,1346,0.9120603799819946
Bulgaria,,2020-12-30,1189,0.9094865918159484
Bulgaria,,2020-12-31,372,0.906755268573761
Bulgaria,,2021-01-01,0,0.904334545135498
Bulgaria,,2021-01-02,111,0.9019214510917664
Bulgaria,,2021-01-03,3,0.9002689719200134
Bulgaria,,2021-01-04,0,0.8998475670814514
Bulgaria,,2021-01-05,1044,0.8983255624771118
Bulgaria,,2021-01-06,914,0.897130012512207
Bulgaria,,2021-01-07,121,0.8959515690803528
Bulgaria,,2021-01-08,0,0.8949044346809387
Bulgaria,,2021-01-09,0,0.894051730632782
Bulgaria,,2021-01-10,0,0.8930082321166992
Bulgaria,,2021-01-11,0,0.892074465751648
Bahrain,,2020-12-28,0,0.9365153312683104
Bahrain,,2020-12-29,110,0.9378675818443298
Bahrain,,2020-12-30,109,0.9344019293785096
Bahrain,,2020-12-31,174,0.9255997538566588
Bahrain,,2021-01-01,154,0.9196230173110962
Bahrain,,2021-01-02,133,0.913081705570221
Bahrain,,2021-01-03,138,0.9098039865493774
Bahrain,,2021-01-04,0,0.9109594821929932
Bahrain,,2021-01-05,24,0.9078420400619508
Bahrain,,2021-01-06,27,0.9057395458221436
Bahrain,,2021-01-07,100,0.9040002822875975
Bahrain,,2021-01-08,87,0.9023456573486328
Bahrain,,2021-01-09,73,0.9012176394462584
Bahrain,,2021-01-10,84,0.8991379141807556
Bahrain,,2021-01-11,0,0.8978524804115295
Bahamas,,2020-12-28,0,0.938816487789154
Bahamas,,2020-12-29,2,0.9347461462020874
Bahamas,,2020-12-30,11,0.9288479089736938
Bahamas,,2020-12-31,0,0.9222448468208312
Bahamas,,2021-01-01,0,0.91961932182312
Bahamas,,2021-01-02,0,0.9119627475738524
Bahamas,,2021-01-03,40,0.9086911678314208
Bahamas,,2021-01-04,0,0.9099085927009584
Bahamas,,2021-01-05,0,0.9081730246543884
Bahamas,,2021-01-06,6,0.9069505333900452
Bahamas,,2021-01-07,0,0.9039705991744996
Bahamas,,2021-01-08,0,0.9021247029304504
Bahamas,,2021-01-09,0,0.900809109210968
Bahamas,,2021-01-10,35,0.8998271226882935
Bahamas,,2021-01-11,0,0.8988898992538452
Bosnia and Herzegovina,,2020-12-28,0,0.9214306473731996
Bosnia and Herzegovina,,2020-12-29,494,0.9208634495735168
Bosnia and Herzegovina,,2020-12-30,327,0.9183197021484376
Bosnia and Herzegovina,,2020-12-31,478,0.9135333895683287
Bosnia and Herzegovina,,2021-01-01,354,0.9097355008125304
Bosnia and Herzegovina,,2021-01-02,210,0.9052914381027222
Bosnia and Herzegovina,,2021-01-03,149,0.9031276106834412
Bosnia and Herzegovina,,2021-01-04,0,0.9037579894065856
Bosnia and Herzegovina,,2021-01-05,299,0.901683747768402
Bosnia and Herzegovina,,2021-01-06,148,0.9002313017845154
Bosnia and Herzegovina,,2021-01-07,314,0.8987878561019897
Bosnia and Herzegovina,,2021-01-08,205,0.897580623626709
Bosnia and Herzegovina,,2021-01-09,75,0.8968492150306702
Bosnia and Herzegovina,,2021-01-10,26,0.8952421545982361
Bosnia and Herzegovina,,2021-01-11,0,0.8945043683052063
Belarus,,2020-12-28,0,0.9362337589263916
Belarus,,2020-12-29,1175,0.9358216524124146
Belarus,,2020-12-30,1237,0.9317994117736816
Belarus,,2020-12-31,1199,0.9240549802780152
Belarus,,2021-01-01,1176,0.9186484813690186
Belarus,,2021-01-02,1204,0.9126603603363036
Belarus,,2021-01-03,1148,0.909510850906372
Belarus,,2021-01-04,0,0.9102138876914978
Belarus,,2021-01-05,541,0.9073984026908876
Belarus,,2021-01-06,646,0.9052947163581848
Belarus,,2021-01-07,651,0.9036245942115784
Belarus,,2021-01-08,670,0.9019584059715272
Belarus,,2021-01-09,740,0.900849461555481
Belarus,,2021-01-10,720,0.8989654779434204
Belarus,,2021-01-11,0,0.8977562189102173
Belize,,2020-12-28,0,0.9115327596664428
Belize,,2020-12-29,78,0.9156330227851868
Belize,,2020-12-30,80,0.9116389155387878
